datum,sample_ba_nr,infa_gc_pcr,infb_gc_pcr,rsv_gc_pcr,infa_gc_l,infb_gc_l,rsv_gc_l,infa_gc_l_7_d_median,infb_gc_l_7_d_median,rsv_gc_l_7_d_median,infa_gc_100_000_p,infb_gc_100_000_p,rsv_gc_100_000_p,infa_gc_100_000_p_7_d_median,infb_gc_100_000_p_7_d_median,rsv_gc_100_000_p_7_d_median,infa_gc_pmmov,infb_gc_pmmov,rsv_gc_pmmov,infa_gc_pmmov_7_d_median,infb_gc_pmmov_7_d_median,rsv_gc_pmmov_7_d_median,anz_pos_a_bs,anz_pos_a_h1_bs,anz_pos_a_h1n1_bs,anz_pos_a_h3_bs,anz_pos_b_bs,anz_pos_a_bl,anz_pos_b_bl,anz_pos_all_bl,infa_bs_bl,infb_bs_bl,7t_median_infa,7t_median_infb,kw,kw_anz_pos_rsv_usb
2024-05-19,Ba240059,,,12.4,0.0,0.0,4960.0,0.0,0.0,4960.0,0.0,0.0,109493682064.43488,0.0,0.0,159723039827.375,0.0,0.0,9.059360730593607e-05,0.0,0.0,9.059360730593607e-05,,,,,,1,0,1,1,0,1,0,20,1
2024-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,0
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2
2024-06-04,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,23,2
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0
2024-07-03,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,27,0
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,27,0
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,28,1
2024-07-09,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,28,1
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2024-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2024-07-25,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,0,1,1,0,1,0,0,30,0
2024-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,0
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,31,0
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31,0
2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31,0
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,32,0
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,32,0
2024-08-09,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,32,0
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,33,0
2024-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,33,0
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,34,0
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,34,0
2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0
2024-08-29,Ba240128,,,80.1,0.0,0.0,32040.0,9000.0,0.0,30520.0,0.0,0.0,740385795299.6555,205668672177.6624,0.0,701547980602.7283,0.0,0.0,3.39946949602122e-05,5.5299539170506915e-06,0.0,2.5906717679798882e-05,,,,,,,,,,,,,35,0
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2024-09-03,Ba240130,,,72.2,0.0,0.0,28880.000000000004,0.0,0.0,24840.0,0.0,0.0,685083467396.6881,0.0,0.0,683528875134.8633,0.0,0.0,0.00017216095380029808,0.0,0.0,2.7555723114623867e-05,,,,,,,,,,,,,36,0
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2024-09-05,Ba240131,,,43.0,0.0,0.0,17200.0,0.0,0.0,20800.0,0.0,0.0,446600754850.2778,0.0,0.0,567260384950.6045,0.0,0.0,0.00013129770992366413,0.0,0.0,7.620723059634983e-05,,,,,,,,,,,,,36,0
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,37,0
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,39,0
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0
2024-10-03,Ba240143,,,375.0,0.0,0.0,150000.0,0.0,0.0,98800.0,0.0,0.0,3945686103613.375,0.0,0.0,3067336561092.574,0.0,0.0,0.000974025974025974,0.0,0.0,0.0012452583387835186,,,,,,,,,,,,,40,1
2024-10-05,dito wie 7.10.,,,241.0,0.0,0.0,96400.0,0.0,0.0,123200.0,0.0,0.0,2132282174245.2456,0.0,0.0,3945686103613.375,0.0,0.0,0.001623578947368421,0.0,0.0,0.0014344186430759699,,,,,,,,,,,,,40,1
2024-10-06,Ba240144,,,241.0,0.0,0.0,96400.0,0.0,0.0,123200.0,0.0,0.0,2043376937519.4375,0.0,0.0,3038984138929.3105,0.0,0.0,0.001623578947368421,0.0,0.0,0.001623578947368421,,,,,,,,,,,,,40,1
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42,0
2024-10-20,dito wie 19.10.,,,93.6,0.0,0.0,37440.0,0.0,0.0,33260.0,0.0,0.0,829404482259.4825,0.0,0.0,834831110889.272,0.0,0.0,0.00047242902208201895,0.0,0.0,0.00047242902208201895,,,,,,,,,,,1,0,42,0
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,43,0
2024-10-24,Ba240152,,,203.0,11280.0,0.0,81200.0,4900.0,0.0,59320.0,386124392875.38055,0.0,2779547934528.4487,122337732147.17659,0.0,1809902837023.755,7.570469798657718e-05,0.0,0.0005449664429530201,3.512544802867383e-05,0.0,0.0005086977325175195,,,,,,,,,,,1,0,43,0
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,44,0
2024-10-29,Ba240154,,,281.0,0.0,0.0,112400.0,0.0,0.0,74000.0,0.0,0.0,2680995204435.417,0.0,0.0,2091433025275.5815,0.0,0.0,0.0010171945701357467,0.0,0.0,0.000633175355450237,,,,,,,,,,,1,0,44,0
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,44,0
2024-10-31,Ba240155,,,301.0,0.0,0.0,120400.0,0.0,0.0,89600.0,0.0,0.0,2884618485768.8066,0.0,0.0,2091433025275.5815,0.0,0.0,0.0012444444444444445,0.0,0.0,0.0008251849627929919,,,,,,,,,,,1,0,44,0
2024-11-02,dito wie 3.11.,,,206.0,0.0,0.0,82400.0,0.0,0.0,97400.0,0.0,0.0,1851310006949.537,0.0,0.0,2680995204435.417,0.0,0.0,0.0009104972375690608,0.0,0.0,0.0009638459038524038,,,,,,,,,,,1,0,44,0
2024-11-05,Ba240157,,,41.2,17480.0,0.0,16480.0,0.0,0.0,82400.0,440192989798.3866,0.0,415010324478.1128,0.0,0.0,1848905543887.671,0.00016529550827423169,0.0,0.00015583924349881796,0.0,0.0,0.0009104972375690608,,,,,,,,,,,1,0,45,0
2024-11-07,Ba240158,,,52.5,3155.9999999999995,0.0,21000.0,1577.9999999999998,0.0,51700.0,80318660467.11638,0.0,534439755959.89996,40159330233.55819,0.0,1190470418392.8523,4.950588235294117e-05,0.0,0.0003294117647058824,2.4752941176470584e-05,0.0,0.0006199545011374716,1,0.0,0.0,0.0,0,1,0,1,2,0,1,0,45,0
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,45,0
2024-11-09,dito wie 10.11.,,,79.1,3688.0,0.0,31639.999999999996,3422.0,0.0,26320.0,85763852424.08302,0.0,735783159082.9681,85763852424.08302,0.0,534439755959.89996,4.063911845730028e-05,0.0,0.0003486501377410468,4.507250040512072e-05,0.0,0.0003390309512234646,,,,,,,,,,,1,0,45,0
2024-11-10,Ba240159,,,79.1,3688.0,0.0,31639.999999999996,3688.0,0.0,26320.0,86249545976.37157,0.0,739950009406.8319,86006699200.2273,0.0,635111457521.4341,4.063911845730028e-05,0.0,0.0003486501377410468,4.507250040512072e-05,0.0,0.0003390309512234646,,,,,,,,,,,1,0,45,0
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,46,0
2024-11-16,dito wie 17.11.,,,176.0,2660.0,3260.0000000000005,70400.0,2116.0,1630.0000000000002,44840.0,57248689762.67906,70161928055.0127,1515153292967.145,39209313147.67958,70161928055.0127,1277046331527.4775,7.238095238095238e-05,8.870748299319729e-05,0.0019156462585034014,3.375545666454757e-05,3.2581196581196585e-05,0.0006344354821081165,,,,,,,,,,,1,0,46,0
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,47,3
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,48,1
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,48,1
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,48,1
2024-11-29,dito wie 30.11.,,,152.0,11520.0,9440.000000000002,60800.0,2560.0,1072.0,39920.0,329819596158.94086,270268835741.35437,1740714535283.299,137753986385.0504,57684481798.73986,1614304527949.8096,0.00011239024390243903,9.209756097560978e-05,0.0005931707317073171,2.5664160401002505e-05,1.07468671679198e-05,0.00039628385831597015,,,,,,1,1,2,1,1,0,1,48,1
2024-11-30,Ba240167,,,152.0,11520.0,9440.000000000002,60800.0,8320.0,5792.000000000001,60400.0,276591639821.9997,226651482631.91644,1459789210171.665,276591639821.9997,226651482631.91644,1614304527949.8096,0.00011239024390243903,9.209756097560978e-05,0.0005931707317073171,8.185928235222202e-05,5.6795647655724685e-05,0.0005931707317073171,1,0.0,0.0,0.0,0,,,,1,0,0,1,48,1
2024-12-01,Ba240168,,,109.0,8080.0,8559.999999999998,43600.0,9800.0,9000.0,60400.0,190595041639.63,201917519360.7961,1028458393005.9243,233593340730.81485,214284500996.35626,1537046869060.7373,8.460732984293194e-05,8.963350785340312e-05,0.00045654450261780103,9.849878687268548e-05,9.086553441450644e-05,0.0005931707317073171,1,0.0,0.0,0.0,0,,,,1,0,1,0,48,1
2024-12-03,Ba240169,,,22.9,0.0,0.0,9160.0,8080.0,8559.999999999998,60000.0,0.0,0.0,307410709966.25055,233593340730.81485,214284500996.35626,1244123801588.7947,0.0,0.0,0.00013774436090225565,8.460732984293194e-05,8.963350785340312e-05,0.0005931707317073171,2,0.0,0.0,0.0,0,,,,2,0,1,0,49,5
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,2,0,2,3,0,2,0,50,8
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,1,,,,1,1,2,1,50,8
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,1,0,1,1,2,2,1,1,51,12
2024-12-19,Ba240174,,,99.4,4439.999999999999,19960.0,39760.00000000001,7240.0,8060.0,26440.000000000004,161303287783.78873,725138203640.6359,1444463676189.9644,208326275009.69476,233366563127.5221,949874409193.3545,5.4146341463414625e-05,0.00024341463414634146,0.0004848780487804879,0.00013724241155350445,0.00014566253574833175,0.00036751052105373297,5,0.0,0.0,0.0,1,,,,5,1,2,1,51,12
2024-12-21,,,,,,,,,,,,,,,,,,,,,,,4,0.0,1.0,0.0,0,2,0,2,6,0,4,2,51,12
2024-12-23,dito wie 26.12.,,,62.5,5160.0,94400.0,25000.0,5160.0,19960.0,39760.00000000001,281032371020.814,5141367407822.645,1361590944868.2852,221167829402.3014,2933252805731.64,1403027310529.1248,9.259757738896366e-05,0.0016940331987438312,0.00044863167339614175,9.259757738896366e-05,0.00024341463414634146,0.0004848780487804879,6,0.0,0.0,0.0,0,2,1,3,8,1,5,2,52,8
2024-12-24,dito wie 26.12.,,,62.5,5160.0,94400.0,25000.0,5160.0,94400.0,25000.0,132807359598.23227,2429654020556.8076,643446509681.3579,161303287783.78873,2429654020556.8076,1361590944868.2852,9.259757738896366e-05,0.0016940331987438312,0.00044863167339614175,9.259757738896366e-05,0.0016940331987438312,0.00044863167339614175,1,0.0,0.0,0.0,2,0,1,1,1,3,5,2,52,8
2024-12-29,Ba240177,,,317.0,32480.000000000004,43600.0,126800.0,5160.0,94400.0,25000.0,634375681995.3235,851563415486.3331,2476565162469.4277,133288682237.21341,1396243563999.0938,668001305437.9167,0.0004137579617834395,0.0005554140127388535,0.0016152866242038217,9.259757738896366e-05,0.0016940331987438312,0.00044863167339614175,8,0.0,0.0,0.0,0,,,,8,0,8,1,52,8
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,2,2,2,4,6,4,8,1,1,10
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,0,3,1,4,13,1,8,1,1,10
2025-01-04,dito wie 5.1.,,,43.4,291600.0,45600.0,17360.0,28160.0,44600.0,18980.0,6936624675080.342,1084739661123.6748,412962292041.82007,635240465503.8031,1084739661123.6748,408243180046.7654,0.005905822784810126,0.0009235443037974684,0.00035159493670886075,0.0003254859460658491,0.000512532877016193,0.00027828503054348514,3,0.0,1.0,0.0,1,1,3,4,4,4,8,2,1,10
2025-01-05,Ba250003,,,43.4,291600.0,45600.0,17360.0,157720.0,45600.0,17360.0,20806627170770.477,3253711244811.8438,1238693579165.2107,3785932570292.0728,1214563342535.3909,410602736044.2927,0.005905822784810126,0.0009235443037974684,0.00035159493670886075,0.0030715183575791925,0.0006965980225455004,0.00027828503054348514,7,0.0,0.0,0.0,0,1,0,1,8,0,8,2,1,10
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,2,2,1,3,12,3,11,3,2,11
2025-01-12,Ba250006,,,32.8,77600.0,104400.0,13120.0,54700.0,99400.0,12700.0,1928789743865.4016,2594918160561.1846,326104657725.6968,1706853549063.3481,2649252867164.0127,332932927367.73804,0.0010887407927043142,0.0014647492108032269,0.00018407576289021396,0.0007990760431282884,0.0014647492108032269,0.00018407576289021396,10,0.0,0.0,0.0,0,3,0,3,13,0,12,3,2,11
2025-01-18,dito wie 19.1.,,,37.0,87200.0,123600.0,14800.0,83400.0,116200.0,16300.0,1899725166923.2747,2692729709079.3203,322430418239.27136,1949435782053.3,2692729709079.3203,435929107042.06964,0.0008549019607843137,0.001211764705882353,0.00014509803921568628,0.0009435800126502214,0.0012440055200966017,0.00017294697235419789,13,0.0,0.0,0.0,6,2,0,2,15,6,12,4,3,9
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,17,0.0,0.0,0.0,7,5,1,6,22,8,14,4,4,9
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0.0,0.0,2,9,1,10,32,3,21,5,4,9
2025-01-25,dito wie 26.01.,,,44.3,41600.0,48400.0,17720.0,33880.0,42580.0,14260.0,888353881.1821123,1033565573.2984192,378404585.9266113,707301928.5925459,1033565573.2984192,318850968.9037008,0.00048797653958944283,0.000567741935483871,0.0002078592375366569,0.00036767621305713275,0.00046501086411499253,0.0001374189959671812,14,0.0,0.0,0.0,8,6,1,7,20,9,21,5,4,9
2025-01-30,Ba250014,,,39.4,52000.0,136400.0,15760.0,41600.0,77200.0,16740.0,1489308079508.8481,3906569654711.671,451374910251.1432,610330441967.5254,1853937602832.0322,143570253585.15485,0.0015149308084486527,0.003973780043699927,0.0004591405680990532,0.0005964895330589963,0.0013551190728455231,0.0002078592375366569,14,0.0,0.0,0.0,3,1,1,2,15,4,20,7,5,11
2025-02-01,dito wie 1.2.,,,43.5,86400.0,133600.0,17400.0,46800.0,119800.0,16580.0,1939885658996.5789,2999638009744.71,390671417436.81104,1489308079508.8481,3706819377306.1133,390671417436.81104,0.001618735362997658,0.0025030444964871195,0.00032599531615925057,0.0011099666674886013,0.0023227703533471476,0.0002669272768479537,14,0.0,0.0,0.0,7,4,1,5,18,8,18,7,5,11
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,20,0.0,1.0,0.0,6,6,2,8,26,8,18,7,6,5
2025-02-06,,,,115.0,186400.0,234800.0,46000.0,119000.0,152600.0,20900.0,4455581860556.193,5612503330786.449,1099553463441.979,2767904196214.9976,3534978441076.756,484717353493.39026,,,,,,,7,0.0,0.0,0.0,5,5,2,7,12,7,16,8,6,5
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,11,0.0,0.0,0.0,7,7,2,9,18,9,16,8,6,5
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,4,4,4,8,17,8,13,7,7,11
2025-02-15,dito wie 16.2.,,,79.3,50400.0,152800.0,31720.0,48400.0,158600.0,35320.0,1166257962211.4119,3535797948926.661,734002034947.341,1233422973403.622,4191913042476.646,734002034947.341,0.0007314949201741654,0.0022177068214804065,0.00046037735849056605,0.0006036961780358006,0.002023725205611998,0.0004927527818093856,5,0.0,1.0,0.0,3,,,,5,3,13,3,7,11
2025-02-19,Ba250022,,,118.0,24880.000000000004,93600.0,47200.0,39500.0,125000.0,31720.0,601077124504.2216,2261286931414.595,1140307085072.3174,601077124504.2216,2261286931414.595,734002034947.341,0.0003024924012158055,0.0011379939209726444,0.0005738601823708206,0.0005207610102225841,0.0016778503712265255,0.0005171187704306933,4,0.0,0.0,0.0,2,3,0,3,7,2,6,3,8,5
2025-02-23,Ba250024,,,52.2,10959.999999999998,48000.0,20880.000000000004,14680.0,70800.0,34040.0,262005813038.2531,1147470714036.1453,499149760605.72327,342337025674.89215,1685536592576.6655,791692838137.2168,0.00030550522648083617,0.001337979094076655,0.0005820209059233451,0.00030399881384832086,0.0012538838068570585,0.0005779405441470828,1,0.0,0.0,0.0,3,3,1,4,4,4,7,2,8,5
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,3,,,,5,3,5,2,9,6
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.0,0,0,1,1,6,1,5,2,9,6
2025-02-28,Ba250026,,,29.0,14120.0,56400.0,11600.0,12540.0,48000.0,16240.000000000002,332923174978.5946,1329806449631.2136,273506291058.9021,332923174978.5946,1147470714036.1453,273506291058.9021,0.00040400572246065806,0.0016137339055793992,0.0003319027181688126,0.0003547554744707471,0.001337979094076655,0.0004569618120460788,3,0.0,0.0,0.0,4,1,1,2,4,5,5,3,9,6
2025-03-01,dito wie 28.2.,,,29.0,14120.0,56400.0,11600.0,14120.0,52200.0,11600.0,303224708100.24225,1211180845386.2368,249108117136.17636,332923174978.5946,1211180845386.2368,249108117136.17636,0.00040400572246065806,0.0016137339055793992,0.0003319027181688126,0.00040400572246065806,0.0014758564998280273,0.0003319027181688126,5,0.0,0.0,0.0,1,2,1,3,7,2,5,3,9,6
2025-03-05,Ba250028,,,40.8,10000.0,39360.0,16320.0,14120.0,56400.0,12600.0,233212644318.08145,917924968035.9686,380603035527.10895,318073941539.41846,1270493647508.725,277197378373.5011,0.00020449897750511248,0.0008049079754601227,0.00033374233128834354,0.00040328140004311443,0.001431524487036275,0.0003319027181688126,3,0.0,0.0,0.0,0,0,2,2,3,2,4,2,10,9
2025-03-07,dito wie 9.3.,,,26.2,9200.0,22119.999999999996,10480.0,12060.0,47880.0,12600.0,201298680355.84702,483992044507.7538,229305453274.92136,233212644318.08145,917924968035.9686,280888465688.10016,0.00015206611570247933,0.00036561983471074375,0.00017322314049586778,0.0003035280275653416,0.0010271115219766366,0.00029015227232641544,4,0.0,0.0,0.0,0,0,1,1,4,1,4,1,10,9
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,1,,,,4,1,4,3,11,5
2025-03-29,dito wie 30.3.,,,18.1,6200.0,0.0,7240.0,5200.0,18600.0,11920.0,154585197101.92783,0.0,180515617260.96088,154585197101.92783,554514027698.3209,323474246397.5673,0.00021196581196581196,0.0,0.0002475213675213675,7.96002090410243e-05,0.0002377719710826583,0.0001884879365908893,1,0.0,0.0,0.0,0,,,,1,0,2,0,13,3
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0,,,,2,0,1,0,14,2
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,1,,,,0,1,1,0,14,2
2025-04-08,Ba250043,,,26.5,7680.0,16800.0,10600.0,0.0,5200.0,5360.0,154157904234.61023,337220415513.20984,212770024073.81097,0.0,92913545454.1964,95772423775.86398,0.00022005730659025789,0.0004813753581661891,0.00030372492836676216,0.0,5.561497326203208e-05,6.68960333311857e-05,,,,,,,,,,,1,0,15,2
2025-04-17,dito wie 20.04.,,,4.29,0.0,0.0,1716.0,5020.000000000001,0.0,8017.999999999999,0.0,0.0,83757197762.32582,89028485423.24985,0.0,168859466536.63477,0.0,0.0,2.4869565217391305e-05,2.7208672086720872e-05,0.0,5.676677174935014e-05,,,,,,,,,,,1,0,16,2
2025-04-19,dito wie 20.04.,,,4.29,0.0,0.0,1716.0,0.0,0.0,1716.0,0.0,0.0,29083495041.255676,0.0,0.0,45420642045.08368,0.0,0.0,2.4869565217391305e-05,0.0,0.0,2.4869565217391305e-05,0,0.0,0.0,0.0,1,,,,0,1,1,0,16,2
2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17,4
2025-04-24,Ba250050,,,14.5,0.0,0.0,5800.0,0.0,0.0,3305.9999999999995,0.0,0.0,167103885981.5165,0.0,0.0,83513317386.51326,0.0,0.0,0.00012691466083150985,0.0,0.0,7.083679899180844e-05,4,0.0,0.0,0.0,1,,,,4,1,1,1,17,4
2025-04-26,dito wie 27.04.,,,0.0,19040.0,0.0,0.0,0.0,0.0,4279.999999999999,379704894240.3311,0.0,0.0,142050689386.40576,0.0,125308601684.0149,0.00035291936978683964,0.0,0.0,0.0,0.0,0.0001078764965343415,,,,,,,,,,,3,0,17,4
2025-04-27,Ba250051,,,0.0,19040.0,0.0,0.0,14559.999999999998,0.0,4279.999999999999,369748058161.0987,0.0,0.0,326924718466.9551,0.0,41756658693.25663,0.00035291936978683964,0.0,0.0,0.00035291936978683964,0.0,0.0001078764965343415,,,,,,,,,,,3,0,17,4
2025-05-03,dito wie 4.5.,,,14.6,0.0,3415.9999999999995,5840.0,0.0,1707.9999999999998,5840.0,0.0,102204961431.98859,174729793548.83298,0.0,64737022603.27356,116764571950.74658,0.0,4.217283950617283e-05,7.209876543209877e-05,0.0,2.1086419753086416e-05,7.209876543209877e-05,,,,,,,,,,,0,2,18,2
2025-05-04,Ba250054,,,14.6,0.0,3415.9999999999995,5840.0,0.0,3415.9999999999995,5840.0,0.0,80186137017.22792,137086370076.29132,0.0,68299277017.76546,137086370076.29132,0.0,4.217283950617283e-05,7.209876543209877e-05,0.0,4.217283950617283e-05,7.209876543209877e-05,1,0.0,0.0,0.0,0,,,,1,0,0,1,18,2
2025-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,19,2
2025-05-11,Ba250057,,,7.99,0.0,21840.0,3196.0,0.0,10920.0,0.0,0.0,395192732550.32654,57831317455.6247,0.0,197596366275.16327,0.0,0.0,0.0003670588235294118,5.3714285714285714e-05,0.0,0.0001835294117647059,0.0,,,,,,,,,,,,,19,2
2025-05-13,Ba250058,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20,0
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0
2025-05-16,Ba250059,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20,0
2025-05-17,dito wie 17.5.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20,0
2025-05-22,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,21,0
2025-05-27,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,22,0
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,0
2025-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,22,0
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,23,0
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,23,0
2025-06-08,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,23,0
2025-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,24,0
2025-06-11,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,24,0
2025-06-17,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,25,0
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,25,0
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,25,0
2025-06-21,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,25,0
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,26,0
2025-06-30,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,27,0
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,28,0
2025-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,29,0
