datum,7_tagemedian_of_e_n1_n2_pro_tag_100_000_pers,7t_median_bs_bl
2022-12-26,6658790780536.688,85.0
2022-12-28,5753580067498.819,48.0
2022-12-30,3522747063724.568,48.0
2023-01-06,1489580412096.0342,20.0
2023-01-08,1427846766545.4656,19.0
2023-01-13,952177441648.8448,9.0
2023-01-15,809736109564.6364,6.0
2023-01-20,2319949875023.517,7.0
2023-01-22,2802869083774.558,7.0
2023-01-24,,7.0
2023-01-27,2802869083774.558,6.0
2023-02-02,,7.0
2023-02-09,,10.0
2023-02-13,1051645235727.532,10.0
2023-02-14,,11.0
2023-02-16,,11.0
2023-02-20,779240811060.8987,11.0
2023-02-21,,11.0
2023-02-24,744175116817.4958,11.0
2023-02-25,744175116817.4958,11.0
2023-03-01,1137947040495.452,11.0
2023-03-02,,11.0
2023-03-04,2235430909698.252,11.0
2023-03-07,,12.0
2023-03-09,,18.0
2023-03-14,,21.0
2023-03-21,5215640490076.752,16.0
2023-03-22,4413221974359.663,16.0
2023-03-23,,16.0
2023-03-24,4413221974359.663,16.0
2023-03-26,2153613970489.4238,16.0
2023-03-31,,14.0
2023-04-04,1912633759392.4336,14.0
2023-04-06,2471979543019.9385,14.0
2023-04-07,3031325326647.4434,10.0
2023-04-10,3103291047383.5566,7.0
2023-04-12,3160535363929.2144,6.0
2023-04-13,,6.0
2023-04-19,1487414234648.626,6.0
2023-04-21,1448400646575.721,6.0
2023-04-22,1487414234648.626,6.0
2023-04-23,1644917047099.4321,5.0
2023-04-24,,6.0
2023-04-29,1709915376906.8032,5.0
2023-04-30,1073109130770.3235,5.0
2023-05-01,1071118952270.886,5.0
2023-05-02,1071118952270.886,5.0
2023-05-06,936196721815.0194,8.0
2023-05-08,1027260884088.6316,8.0
2023-05-11,,3.0
2023-05-12,668012029226.4512,3.0
2023-05-17,679383996482.9966,3.0
2023-05-18,690755963739.542,3.0
2023-05-20,745355712634.7192,3.0
2023-05-21,825004319463.6953,2.0
2023-05-25,1002414676193.8037,2.0
2023-05-26,1350513152287.012,2.0
2023-05-31,1152923605005.2026,2.0
2023-06-01,,2.0
2023-06-03,728901781154.8518,2.0
2023-06-04,548327926004.7072,2.0
2023-06-10,542325944810.69226,1.0
2023-06-12,,1.0
2023-06-13,542325944810.69226,1.0
2023-06-14,,1.0
2023-06-19,909061850880.5946,3.0
2023-06-21,909061850880.5946,3.0
2023-06-23,876588506770.9993,2.0
2023-06-24,836363510706.5106,2.0
2023-06-25,278640683972.6779,2.0
2023-06-29,,1.0
2023-07-05,495110410291.4581,1.0
2023-07-10,,0.0
2023-07-11,185030495413.68942,0.0
2023-07-17,,0.0
2023-07-27,577387473171.331,1.0
2023-07-31,,2.0
2023-08-02,,2.0
2023-08-04,,2.0
2023-08-09,,3.0
2023-08-20,2691966565431.236,4.0
2023-08-24,2143654515855.311,3.0
2023-08-26,1986742222085.7056,1.0
2023-08-27,1677791774973.2192,2.0
2023-08-31,2237242665550.645,2.0
2023-09-03,2178463777937.331,3.0
2023-09-05,2395636813733.2065,3.0
2023-09-13,,4.0
2023-09-16,2780170158073.1733,3.0
2023-09-21,2384461257290.295,4.0
2023-09-24,2620369822882.791,3.0
2023-09-29,2111212713429.5005,5.0
2023-10-11,,5.0
2023-10-13,,6.0
2023-10-15,2155705339625.0317,6.0
2023-10-19,5607029975158.284,4.0
2023-10-21,10596598566322.004,5.0
2023-10-23,,5.0
2023-10-28,14199195763853.957,9.0
2023-10-29,14199195763853.957,9.0
2023-10-31,12790224765693.09,9.0
2023-11-01,,9.0
2023-11-05,4052565953411.224,10.0
2023-11-08,,13.0
2023-11-12,7940935413459.064,15.0
2023-11-17,,23.0
2023-11-19,18793318749544.055,23.0
2023-11-20,,24.0
2023-11-22,,24.0
2023-11-24,,24.0
2023-11-26,5628156664068.588,24.0
2023-11-29,,24.0
2023-12-01,,18.0
2023-12-04,,18.0
2023-12-09,,21.0
2023-12-11,,22.0
2023-12-15,,22.0
2023-12-17,8895550760417.586,22.0
2023-12-19,,20.0
2023-12-21,6230607815733.598,20.0
2023-12-23,4812981764184.158,20.0
2023-12-25,3395355712634.719,19.0
2023-12-26,3583213508210.8203,16.0
2023-12-27,3771071303786.9214,16.0
2023-12-31,3184394929525.55,13.0
2024-01-09,4202622490391.593,10.0
2024-01-12,,8.0
2024-01-23,4002784134321.8823,6.0
2024-02-02,,2.0
2024-02-04,3452020837092.866,2.0
2024-02-07,,4.0
2024-02-09,,2.0
2024-02-13,1682639739449.9497,1.0
2024-02-14,,1.0
2024-02-17,1494764147683.4236,1.0
2024-02-20,,2.0
2024-02-21,998660553505.6766,2.0
2024-02-26,,2.0
2024-03-02,883061943029.1534,1.0
2024-03-06,,1.0
2024-03-10,1286927594269.8955,0.0
2024-03-13,,1.0
2024-03-20,,1.0
2024-03-21,1115778199378.7651,1.0
2024-03-23,1039803632381.0034,1.0
2024-03-26,,1.0
2024-03-28,446033551674.2241,1.0
2024-03-29,333361388410.015,1.0
2024-04-03,,0.0
2024-04-05,,0.0
2024-04-07,770134076153.1047,0.0
2024-04-08,,0.0
2024-04-10,,0.0
2024-04-11,966036584897.619,0.0
2024-04-16,1261408001182.573,1.0
2024-04-19,,0.0
2024-04-22,,0.0
2024-04-24,,0.0
2024-04-27,254833739042.9604,0.0
2024-05-01,,1.0
2024-05-03,267544720367.51917,1.0
2024-05-04,261987163993.7185,1.0
2024-05-05,299122207226.75073,0.0
2024-05-09,258819139735.6104,0.0
2024-05-11,364963140096.5256,0.0
2024-05-12,442600974662.98584,0.0
2024-05-14,,0.0
2024-05-15,440905743542.88165,0.0
2024-05-16,,1.0
2024-05-17,424688845033.0006,1.0
2024-05-21,340688148159.5245,1.0
2024-05-25,992157236157.5586,1.0
2024-05-26,1038764786964.0504,1.0
2024-05-31,,0.0
2024-06-01,1211779412668.123,0.0
2024-06-07,,0.0
2024-06-25,1385807326962.2842,2.0
2024-06-26,,2.0
2024-06-28,,3.0
2024-06-30,7326978026408.24,3.0
2024-07-01,,3.0
2024-07-02,6016768733993.987,3.0
2024-07-11,2398946626786.818,3.0
2024-07-13,1214014643941.808,4.0
2024-07-14,,4.0
2024-07-15,,4.0
2024-07-18,889710269572.9297,4.0
2024-07-20,924771433178.8562,2.0
2024-07-28,1153220121789.6785,5.0
2024-07-31,896665815572.3385,5.0
2024-08-03,,3.0
2024-08-07,,3.0
2024-08-08,946810536803.7502,4.0
2024-08-10,796075152909.0146,4.0
2024-08-11,796075152909.0146,4.0
2024-08-12,,3.0
2024-08-13,839317908688.4572,2.0
2024-08-16,,3.0
2024-08-18,6340796278734.031,3.0
2024-08-20,5707148232475.455,4.0
2024-08-24,4492905712826.695,4.0
2024-08-26,,4.0
2024-08-29,5934253251116.341,3.0
2024-08-31,8776138802606.268,3.0
2024-09-02,,3.0
2024-09-05,5884961739150.467,4.0
2024-09-07,1922884422670.081,3.0
2024-09-13,,3.0
2024-09-21,,5.0
2024-09-23,,8.0
2024-09-26,2229110497640.613,9.0
2024-09-29,2126731807378.796,9.0
2024-10-01,2865229603492.4307,9.0
2024-10-06,7072869256553.105,5.0
2024-10-07,,6.0
2024-10-09,,6.0
2024-10-14,,8.0
2024-10-20,1162043168720.1716,8.0
2024-10-22,1215789698751.003,7.0
2024-10-24,5667640363372.482,10.0
2024-10-25,,9.0
2024-10-29,6699036711601.887,5.0
2024-10-31,6368374230655.521,5.0
2024-11-01,,5.0
2024-11-03,6683663404351.715,8.0
2024-11-05,6512680025648.015,6.0
2024-11-07,4369585984204.2007,7.0
2024-11-08,,7.0
2024-11-14,2892133968646.4526,4.0
2024-11-15,,4.0
2024-11-18,,4.0
2024-11-22,,4.0
2024-11-23,2222133123951.33,4.0
2024-11-24,2222133123951.33,4.0
2024-11-26,,4.0
2024-12-03,3001211369596.3506,5.0
2024-12-09,,4.0
2024-12-10,,4.0
2024-12-11,,4.0
2024-12-17,2082096686875.3574,3.0
2024-12-23,4168818079547.243,4.0
2024-12-26,1042004629505.2004,4.0
2024-12-30,,5.0
2025-01-06,,6.0
2025-01-10,,6.0
2025-01-19,1536169010055.7114,2.0
2025-01-23,990654081989.1802,2.0
2025-01-28,900671340646.3452,2.0
2025-01-29,,2.0
2025-02-01,814151311773.1301,1.0
2025-02-03,,1.0
2025-02-16,,1.0
2025-02-20,,1.0
2025-02-21,538505868711.3408,1.0
2025-02-22,451393046239.3789,1.0
2025-03-02,203620880671.4558,1.0
2025-03-04,,1.0
2025-03-06,,1.0
2025-03-09,301820740336.87976,0.0
2025-03-10,,1.0
2025-03-11,,1.0
2025-03-12,301820740336.87976,1.0
2025-03-17,,1.0
2025-03-19,,1.0
2025-03-24,,0.0
2025-03-26,,0.0
2025-03-29,683070533962.5032,0.0
2025-04-01,256535051008.06683,0.0
2025-04-06,303249100591.67053,0.0
2025-04-08,301391193669.394,0.0
2025-04-10,270005029775.50305,0.0
2025-04-12,148938832554.55002,0.0
2025-04-16,,0.0
2025-04-17,346615268248.2943,0.0
2025-04-19,397630831755.92914,0.0
2025-04-24,476867932877.45386,0.0
2025-04-29,698617982791.2566,0.0
2025-05-01,,0.0
2025-05-02,627988972889.126,0.0
2025-05-05,,0.0
2025-05-06,,0.0
2025-05-09,646573619019.4625,1.0
2025-05-18,511181075757.6339,0.0
2025-05-24,-1e+19,0.0
2025-05-27,-1e+19,1.0
2025-05-28,,1.0
2025-06-01,,0.0
2025-06-11,,1.0
2025-06-14,-1e+19,1.0
2025-06-27,,1.0
2025-06-28,-1e+19,1.0
2025-06-30,-1e+19,1.0
2025-07-01,,1.0
2025-07-02,,1.0
2025-07-03,,0.0
2025-07-04,,0.0
2025-07-07,-1e+19,0.0
2025-07-14,-1e+19,0.0
2025-07-15,,1.0
2025-07-18,,1.0
2025-07-21,-1e+19,1.0
2025-07-22,,1.0
2025-07-24,,0.0
2025-07-28,,0.0
2025-07-30,,1.0
2025-07-31,,1.0
2025-08-05,,2.0
2025-08-06,-1e+19,2.0
2025-08-08,,2.0
2025-08-10,,2.0
2025-08-14,,3.0
2025-08-16,,3.0
2025-08-17,,3.0
2025-08-19,,3.0
2025-08-21,,2.0
2025-08-22,,2.0
2025-08-23,,1.0
2025-08-24,,1.0
2025-08-26,,1.0
2025-08-30,,1.0
2025-08-31,,1.0
2025-09-08,,3.0
2025-09-13,2651762821128.129,1.0
2025-09-21,7412410491113.423,2.0
2025-09-29,,2.0
2025-10-06,,3.0
2025-10-08,,2.0
2025-10-10,,2.0
2025-10-14,4005563565227.741,2.0
2025-10-15,,2.0
2025-10-16,3648042131089.004,2.0
2025-10-18,,2.0
2025-10-19,3274788346278.926,2.0
2025-10-21,3286295589539.6025,2.0
2025-10-26,3420672089353.3857,3.0
2025-10-28,3420672089353.3857,2.0
2025-11-04,5086475663181.659,4.0
2025-11-07,,2.0
2025-11-11,6339522228920.057,2.0
2025-11-13,5236457521434.139,2.0
2025-11-14,,2.0
2025-11-17,,2.0
2025-11-25,5155190363564.459,3.0
2025-11-27,4489134533056.375,3.0
2025-11-29,4777520743024.545,3.0
2025-11-30,5480553198514.872,4.0
2025-12-04,,4.0
2025-12-06,4880318891606.418,4.0
2025-12-10,,4.0
2025-12-16,5098804372449.116,4.0
2025-12-19,,6.0
2025-12-28,460857634316.1233,2.0
2025-12-30,460352084285.2151,4.0
2026-01-06,1213056298929.9248,4.0
2026-01-07,,4.0
2026-01-10,2917812796363.203,3.0
2026-01-11,2917812796363.203,3.0
2026-01-13,2499746303498.9575,2.0
2026-01-16,,4.0
2026-01-19,,4.0
2026-01-21,,4.0
2026-01-22,1784124339122.0544,4.0
2026-01-28,,2.0
2026-01-31,1557757008089.8755,2.0
2026-02-03,1540674700229.2192,2.0
2026-02-05,1540674700229.2192,2.0
2026-02-10,969527057120.5879,1.0
2026-02-12,864788154302.7617,1.0
2026-02-24,452160077404.78937,0.0
2026-02-26,442013599591.4747,1.0
2026-03-04,,0.0
2026-03-05,463186756332.33374,1.0
2026-03-08,212205431773.59097,0.0
2026-03-09,,0.0
2026-03-10,212205431773.59097,0.0
2026-03-13,,1.0
2026-03-18,,0.0
2026-03-19,261963896962.5531,0.0
2026-03-21,211320335267.17322,0.0
2026-03-23,,0.0
2026-03-25,,0.0
2026-03-27,,0.0
2026-03-29,46778533417.29091,0.0
2026-04-03,33170353888.861156,0.0
2026-04-04,17560238280.815052,0.0
2026-04-09,34862224466.210266,0.0
2026-04-11,52164210651.60549,0.0
2026-04-12,69911320450.45287,0.0
2026-04-15,-1e+19,0.0
2026-04-18,,0.0
2026-04-19,-1e+19,0.0
2026-04-20,,0.0
2026-04-22,,0.0
2026-04-23,,0.0
2026-04-30,,0.0
2026-05-01,,0.0
2026-05-04,,0.0
2026-05-07,,0.0
2026-06-03,-1e+19,
2026-06-08,-1e+19,
2026-06-13,-1e+19,
2026-06-23,-1e+19,
2026-07-01,-1e+19,
2026-07-06,-1e+19,
2026-07-21,-1e+19,
2021-07-01,,4.0
2021-07-02,,7.0
2021-07-05,,5.0
2021-07-08,201269845535.97824,6.0
2021-07-09,220440114955.32712,6.0
2021-07-12,574941524060.3727,7.0
2021-07-13,574941524060.3727,11.0
2021-07-14,580514755287.9834,18.0
2021-07-16,425887889759.6074,18.0
2021-07-26,1118487918939.9844,21.0
2021-07-30,1198736336096.51,34.0
2021-08-04,1171710469228.1406,35.0
2021-08-05,1163894639641.5422,36.0
2021-08-11,1095760475179.4016,56.0
2021-08-19,2771799853330.2104,106.0
2021-08-24,2974905643715.276,90.0
2021-08-25,2974905643715.276,90.0
2021-08-26,2066760488617.7332,90.0
2021-08-27,1986544160277.0598,93.0
2021-08-28,1788166397260.116,93.0
2021-08-30,1788166397260.116,93.0
2021-08-31,1788166397260.116,76.0
2021-09-08,987793617944.396,65.0
2021-09-11,1194953906522.966,65.0
2021-09-13,1421903981201.6938,60.0
2021-09-16,1283698228827.9087,42.0
2021-09-18,886296280653.7938,42.0
2021-09-23,541998231899.5272,24.0
2021-09-25,655061547558.2551,24.0
2021-09-29,426229559337.9126,21.0
2021-09-30,426229559337.9126,20.0
2021-10-06,619554116160.9374,13.0
2021-10-08,619554116160.9374,13.0
2021-10-13,668179221267.8873,13.0
2021-10-16,668179221267.8873,13.0
2021-10-17,779163905409.5043,13.0
2021-10-18,779163905409.5043,13.0
2021-10-24,733419018694.6388,25.0
2021-10-27,1048254706295.6663,33.0
2021-10-31,1059979352963.536,46.0
2021-11-02,1225031004150.5247,60.0
2021-11-05,1225031004150.5247,74.0
2021-11-07,2997433182696.036,74.0
2021-11-11,2997433182696.036,114.0
2021-11-13,4057339056782.7095,115.0
2021-11-24,6512484209960.491,219.0
2021-11-25,7045927705616.07,207.0
2021-11-26,5835602363610.533,229.0
2021-11-27,5835602363610.533,229.0
2021-11-30,5356917765090.286,275.0
2021-12-02,5238069641273.339,307.0
2021-12-04,5510092186954.067,307.0
2021-12-06,7957152551939.15,307.0
2021-12-13,7170482512891.199,268.0
2021-12-23,7819654711670.998,207.0
2021-12-26,7966361360573.471,207.0
2021-12-30,5853024968419.921,323.0
2021-12-31,6517175915438.339,323.0
2022-01-09,7151658866035.192,624.0
2022-01-12,5188959066842.261,664.0
2022-01-13,6565855503380.7,704.0
2022-01-16,8248067759906.93,745.0
2022-01-22,13191564375367.154,991.0
2022-02-02,10387717748964.287,1098.0
2022-02-04,11217741285242.023,1028.0
2022-02-06,11217741285242.023,1028.0
2022-02-12,7852725389615.625,718.0
2022-02-17,6706128071138.687,662.0
2022-02-20,9467592887667.066,542.0
2022-02-24,10065912328325.314,609.0
2022-02-27,9905655905762.74,609.0
2022-02-28,9905655905762.74,609.0
2022-03-05,13962050151853.145,664.0
2022-03-08,23409761603999.246,664.0
2022-03-12,30358812089890.918,824.0
2022-03-13,37802420051526.4,880.0
2022-03-16,39546556139589.7,1158.0
2022-03-26,48319326432430.15,804.0
2022-03-27,61334889940065.04,804.0
2022-03-30,61334889940065.04,709.0
2022-04-02,31890672454108.094,482.0
2022-04-04,16789276211465.584,377.0
2022-04-06,16789276211465.584,326.0
2022-04-07,16789276211465.584,287.0
2022-04-09,21588647489527.7,287.0
2022-04-10,21588647489527.7,287.0
2022-04-14,11114274579668.188,218.0
2022-04-17,10906243448813.395,173.0
2022-04-28,7176263299148.777,107.0
2022-05-01,5179865155942.238,102.0
2022-05-02,4923017174187.652,102.0
2022-05-07,4923017174187.652,90.0
2022-05-08,8837900510272.645,90.0
2022-05-10,10693459276096.28,90.0
2022-05-14,6702943762502.447,49.0
2022-05-16,5183955112133.277,49.0
2022-05-21,4798365898889.993,58.0
2022-05-22,4798365898889.993,58.0
2022-05-30,4815165349070.259,31.0
2022-05-31,4815165349070.259,31.0
2022-06-05,8333109937070.213,56.0
2022-06-09,9654789229369.281,56.0
2022-06-14,19295758478627.293,109.0
2022-06-15,19295758478627.293,113.0
2022-06-16,19295758478627.293,139.0
2022-06-20,23958625297083.113,139.0
2022-06-22,23958625297083.113,161.0
2022-06-25,23958625297083.113,195.0
2022-06-29,33695540201728.55,254.0
2022-07-04,35116534331097.45,300.0
2022-07-06,35116534331097.45,307.0
2022-07-07,35116534331097.45,318.0
2022-07-10,43886849248797.266,318.0
2022-07-16,30657635467980.293,237.0
2022-07-23,20930154272045.582,186.0
2022-07-31,9607112065224.979,155.0
2022-08-01,9386205366373.682,128.0
2022-08-02,8517047390021.929,128.0
2022-08-06,14620673980173.969,111.0
2022-08-11,7255518642805.309,113.0
2022-08-13,5909638259313.724,117.0
2022-08-18,6449294487596.42,118.0
2022-08-22,1512983962311.2393,103.0
2022-08-24,1512983962311.2393,102.0
2022-08-27,4112730963323.5933,102.0
2022-08-30,4491318453900.764,92.0
2022-09-01,4491318453900.764,85.0
2022-09-02,4491318453900.764,79.0
2022-09-03,4491318453900.764,79.0
2022-09-04,3912424889325.741,79.0
2022-09-05,3912424889325.741,79.0
2022-09-07,4361155350951.6255,80.0
2022-09-09,4361155350951.6255,87.0
2022-09-17,7399404297962.364,70.0
2022-09-20,14008213796175.066,83.0
2022-09-21,14046878659545.629,83.0
2022-09-26,14520374430310.732,76.0
2022-09-29,14212351554431.0,139.0
2022-10-02,18226411888699.9,139.0
2022-10-03,18226411888699.9,141.0
2022-10-04,14212351554431.0,141.0
2022-10-05,18226411888699.9,151.0
2022-10-11,24774969379801.8,166.0
2022-10-15,17573474077458.541,180.0
2022-10-17,16730883973445.855,180.0
2022-10-18,12804384927567.393,180.0
2022-10-20,7144939700286.812,183.0
2022-10-30,4743061789448.222,111.0
2022-11-06,3647368102776.359,119.0
2022-11-10,4412220434710.826,123.0
2022-11-11,4815387465492.284,123.0
2022-11-15,7000105586890.331,123.0
2022-11-16,7127999339601.994,123.0
2022-11-17,7127999339601.994,117.0
2022-11-19,7859184043709.133,117.0
2022-11-24,6569238219382.681,110.0
2022-11-26,6438641922218.937,92.0
2022-11-28,6438641922218.937,92.0
2022-11-30,6727903351519.875,92.0
2022-12-04,8373659334457.033,94.0
2022-12-08,8719425108178.568,105.0
2022-12-10,8719425108178.568,92.0
2022-12-14,23790189250102.707,92.0
2022-12-17,11179030827532.453,94.0
2022-12-19,9008302009222.535,94.0
2022-12-20,11179030827532.453,94.0
2022-12-24,7945844387960.79,90.0
2022-12-31,3145289192893.81,42.0
2023-01-03,1506927651862.7446,30.0
2023-01-09,1308393500263.0073,14.0
2023-01-14,952177441648.8448,9.0
2023-01-16,809736109564.6364,6.0
2023-01-17,,6.0
2023-01-18,1004785255462.6816,6.0
2023-01-19,,6.0
2023-01-23,2650572664897.9263,7.0
2023-01-26,,7.0
2023-01-28,2043329788173.5002,6.0
2023-01-31,,7.0
2023-02-01,1542371347173.535,7.0
2023-02-03,1371002499529.6582,7.0
2023-02-04,994415221406.1101,7.0
2023-02-05,934758167625.9075,7.0
2023-02-07,,8.0
2023-02-08,934758167625.9075,8.0
2023-02-10,1007106592845.4323,10.0
2023-02-11,1051645235727.532,10.0
2023-02-12,1118991779580.6472,10.0
2023-02-15,1051645235727.532,11.0
2023-02-17,1051645235727.532,11.0
2023-02-22,744175116817.4958,11.0
2023-02-27,,11.0
2023-02-28,,11.0
2023-03-05,2335273412453.1094,11.0
2023-03-10,5725737092482.597,18.0
2023-03-13,3772147330187.4834,18.0
2023-03-15,3772147330187.4834,21.0
2023-03-17,3695848323472.157,17.0
2023-03-18,3772147330187.4834,17.0
2023-03-20,5015469439314.414,17.0
2023-03-28,1745577214733.0186,14.0
2023-04-05,2034917296668.4453,14.0
2023-04-08,3050751970635.3257,9.0
2023-04-11,,7.0
2023-04-15,2658169737645.3735,6.0
2023-04-17,1487414234648.626,6.0
2023-04-18,,6.0
2023-04-25,1709915376906.8032,6.0
2023-05-03,,5.0
2023-05-04,1046886137017.2279,5.0
2023-05-05,936196721815.0194,7.0
2023-05-10,936196721815.0194,5.0
2023-05-14,489128063459.6408,3.0
2023-05-22,,2.0
2023-05-23,862029687194.038,2.0
2023-05-24,,1.0
2023-05-29,1271974935591.9968,2.0
2023-05-30,,2.0
2023-06-02,839007790392.7448,2.0
2023-06-05,548327926004.7072,2.0
2023-06-07,548327926004.7072,2.0
2023-06-08,,2.0
2023-06-09,542325944810.69226,1.0
2023-06-11,542325944810.69226,1.0
2023-06-15,542325944810.69226,1.0
2023-06-16,,1.0
2023-06-18,912315942852.5354,2.0
2023-06-20,,3.0
2023-06-22,,2.0
2023-06-26,278640683972.6779,2.0
2023-06-27,,2.0
2023-06-30,414286434196.33014,1.0
2023-07-01,427906423138.5031,1.0
2023-07-02,544875292283.71,1.0
2023-07-09,185030495413.68942,0.0
2023-07-12,,0.0
2023-07-14,,0.0
2023-07-15,1598464934593.7207,0.0
2023-07-18,4134632931975.1655,1.0
2023-07-21,448139712573.28687,1.0
2023-07-22,,1.0
2023-07-23,367540396584.3601,1.0
2023-07-24,,1.0
2023-07-25,,1.0
2023-07-26,412345641565.14325,1.0
2023-07-28,541593402163.1874,2.0
2023-07-29,381213980472.1846,2.0
2023-07-30,381213980472.1846,2.0
2023-08-01,543924607120.77985,2.0
2023-08-05,836452314080.6836,2.0
2023-08-06,914196095012.8431,2.0
2023-08-08,1151326156944.3538,3.0
2023-08-11,,3.0
2023-08-12,1533380810638.551,3.0
2023-08-13,1727055392802.4297,4.0
2023-08-14,,4.0
2023-08-16,,4.0
2023-08-17,2640375898928.3887,4.0
2023-08-18,,4.0
2023-08-19,2640375898928.3887,4.0
2023-08-23,,3.0
2023-08-28,,2.0
2023-08-30,,2.0
2023-09-07,3056613050923.5967,3.0
2023-09-09,,4.0
2023-09-10,4627296322888.55,4.0
2023-09-12,3459924207810.358,6.0
2023-09-15,,6.0
2023-09-17,2676506436960.7866,3.0
2023-09-18,,3.0
2023-09-19,2882755261106.781,3.0
2023-09-20,,4.0
2023-09-22,,3.0
2023-09-23,2620369822882.791,3.0
2023-09-25,,4.0
2023-09-30,1621283970182.2622,5.0
2023-10-07,2699501245925.3057,5.0
2023-10-09,,6.0
2023-10-14,2699213857607.4395,6.0
2023-10-16,,7.0
2023-10-17,2155705339625.0317,7.0
2023-10-18,,7.0
2023-10-20,,4.0
2023-10-22,10860773126408.625,5.0
2023-10-24,10987800106738.746,7.0
2023-10-25,,8.0
2023-10-26,13274393259332.92,9.0
2023-10-30,,9.0
2023-11-03,,9.0
2023-11-06,,10.0
2023-11-13,,16.0
2023-11-14,9297477913142.305,19.0
2023-11-15,,19.0
2023-11-16,13911129866115.822,23.0
2023-11-18,16486060370744.367,23.0
2023-11-23,11455303677495.402,24.0
2023-11-28,5628156664068.588,24.0
2023-12-02,17327539124742.27,18.0
2023-12-03,17327539124742.27,18.0
2023-12-05,19772411057443.105,18.0
2023-12-06,,18.0
2023-12-07,17777938771122.176,19.0
2023-12-10,15990392936812.965,21.0
2023-12-12,14999188228789.512,25.0
2023-12-16,12810459677326.46,22.0
2023-12-18,,21.0
2023-12-20,,20.0
2023-12-24,3583213508210.8203,20.0
2023-12-28,3395355712634.719,13.0
2024-01-01,3125487139516.7573,10.0
2024-01-03,,10.0
2024-01-04,3323572945183.126,10.0
2024-01-06,4125904351715.6904,10.0
2024-01-18,2960748169507.274,6.0
2024-01-21,4002784134321.8823,6.0
2024-01-24,,6.0
2024-01-25,4224210881976.8936,4.0
2024-01-26,,4.0
2024-01-29,,4.0
2024-01-31,,2.0
2024-02-01,2864506582862.672,2.0
2024-02-03,3452020837092.866,2.0
2024-02-06,3127514599787.29,4.0
2024-02-08,2942194057185.8594,4.0
2024-02-11,2295218593659.411,2.0
2024-02-12,,2.0
2024-02-16,1627335486026.055,1.0
2024-02-23,964469565058.8022,2.0
2024-02-25,841985254310.8247,1.0
2024-02-27,753691932009.7216,1.0
2024-02-29,715063601703.2125,1.0
2024-03-03,880823117001.793,1.0
2024-03-04,,1.0
2024-03-08,,1.0
2024-03-09,1151000099827.6055,1.0
2024-03-11,,0.0
2024-03-17,1467120515916.7437,1.0
2024-03-18,,1.0
2024-03-19,1138621985494.2808,1.0
2024-03-22,,1.0
2024-03-24,994267841304.8235,1.0
2025-08-09,,2.0
2025-08-11,,2.0
2025-08-13,,2.0
2025-08-15,,3.0
2025-08-18,-1e+19,3.0
2025-08-25,-1e+19,1.0
2025-08-27,,1.0
2025-08-28,,1.0
2025-09-03,,3.0
2025-09-06,7610120407450.21,3.0
2025-09-07,6769174099343.824,3.0
2025-09-10,,3.0
2025-09-11,4226930416319.51,3.0
2025-09-14,2651762821128.129,1.0
2025-09-15,,1.0
2025-09-17,,1.0
2025-09-20,6458388398496.442,2.0
2025-09-23,6547657890796.278,3.0
2025-09-24,,2.0
2025-09-26,5883485634423.63,2.0
2025-09-30,,2.0
2025-10-01,2989409826875.8945,2.0
2025-10-03,3761655256883.3047,2.0
2025-10-04,5382575187464.725,3.0
2025-10-05,5816082803159.16,4.0
2025-10-07,6057674055189.308,2.0
2025-10-09,5944866749344.401,2.0
2025-10-12,5001077178257.547,2.0
2025-10-13,,2.0
2025-10-23,3668386421141.9507,2.0
2025-10-25,3538325257536.024,3.0
2025-10-27,,3.0
2025-10-29,,3.0
2025-10-30,3556117512449.654,4.0
2025-11-01,3957231550130.7354,4.0
2025-11-09,6001179405565.004,2.0
2025-11-18,5020014187038.537,2.0
2025-11-19,5667839385061.95,3.0
2025-11-26,,3.0
2025-12-01,,4.0
2025-12-05,5476691214018.867,4.0
2025-12-07,4880318891606.418,4.0
2025-12-12,,4.0
2025-12-14,3414335628088.416,4.0
2025-12-15,,4.0
2025-12-20,7121204631232.985,6.0
2025-12-21,8903806119432.21,4.0
2025-12-25,531368559679.6301,2.0
2025-12-29,460640336495.8207,4.0
2026-01-01,371572313581.54565,3.0
2026-01-18,1581700640048.5315,4.0
2026-01-26,,4.0
2026-01-27,2037266125037.915,2.0
2026-01-30,,2.0
2026-02-02,,2.0
2026-02-04,,2.0
2026-02-09,,1.0
2026-02-15,375304877346.42865,1.0
2026-02-17,,1.0
2026-02-18,765966465603.6306,1.0
2026-02-20,,1.0
2026-02-28,442013599591.4747,1.0
2026-03-01,488815276695.2455,1.0
2026-03-02,,1.0
2026-03-06,437558235969.422,1.0
2026-03-07,,0.0
2026-03-11,,0.0
2026-03-14,261902157428.13367,1.0
2026-03-15,249538460504.7437,1.0
2026-03-20,,0.0
2026-03-24,211320335267.17322,0.0
2026-03-30,,0.0
2026-03-31,46778533417.29091,0.0
2026-04-01,,0.0
2026-04-05,16847791698.182753,0.0
2026-04-06,17204014989.4989,0.0
2026-04-07,17204014989.4989,0.0
2026-04-08,,0.0
2026-04-24,-1e+19,0.0
2026-04-26,,0.0
2026-04-27,,0.0
2026-05-02,-1e+19,0.0
2026-05-03,,0.0
2026-05-05,,0.0
2026-05-09,,0.5
2026-05-10,-1e+19,1.0
2026-05-12,,1.0
2026-05-20,-1e+19,
